type,jan_regis,feb_regis,mar_regis,apr_regis,total_regis,jan_m,feb_m,mar_m,apr_m,total_m
การปั่นด้ายจากเส้นใยธรรมชาติ,0,1,0,0,1,0,1,0,0,1
การปั่นด้ายจากเส้นใยสังเคราะห์,0,0,0,0,0,0,0,0,0,0
การทอผ้าจากเส้นใยธรรมชาติ,1,0,3,0,4,1,0,10,0,11
การทอผ้าจากเส้นใยสังเคราะห์,1,0,1,0,2,170,0,1,0,171
การทอผ้าจากเส้นใยอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การขจัดไขมันและสิ่งสกปรกการฟอกขาวและการย้อมสี,0,0,0,0,0,0,0,0,0,0
การพิมพ์ผ้า,5,2,1,0,8,4.01,1.5,2,0,7.51
การตกแต่งสำเร็จสิ่งทอด้วยวิธีอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การผลิตผ้าถักและผ้าถักโครเชต์,0,0,1,0,1,0,0,0.3,0,0.3
การผลิตวัสดุสิ่งทอสำเร็จรูปยกเว้นเครื่องแต่งกาย,0,0,0,0,0,0,0,0,0,0
การผลิตเครื่องนอนผ้าที่ใช้บนโต๊ะอาหารห้องน้ำและห้องครัว,2,0,1,0,3,1.5,0,2,0,3.5
การผลิตผลิตภัณฑ์จากผ้าใบและผ้าอื่น ๆ ที่คล้ายกัน,0,0,1,0,1,0,0,0.5,0,0.5
การผลิตวัสดุสิ่งทอสำเร็จรูปอื่น ๆ ยกเว้นเครื่องแต่งกายซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,0,1,1,0,0,0,1,1
การผลิตพรมและพรมหนา,0,1,1,0,2,0,1,1,0,2
การผลิตเชือกเชือกเส้นใหญ่ตาข่ายแหและอวน,0,0,0,0,0,0,0,0,0,0
การผลิตผ้าที่ไม่ได้ทอ,0,0,0,0,0,0,0,0,0,0
การผลิตสิ่งทอชนิดใช้ในทางอุตสาหกรรม,0,0,1,0,1,0,0,5,0,5
การผลิตสิ่งทออื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,1,2,0,3,0,1,3,0,4
การผลิตเสื้อผ้าเครื่องแต่งกาย,0,0,0,0,0,0,0,0,0,0
การผลิตเสื้อผ้าเครื่องแต่งกายยกเว้นการรับจ้างตัดเย็บเสื้อผ้า,0,0,0,0,0,0,0,0,0,0
การผลิตเสื้อผ้าเครื่องแต่งกายที่ใช้ในงานอุตสาหกรรมวิชาชีพนักเรียนและนักศึกษา,4,5,2,3,14,4,8.5,0.3,2.1,14.9
การผลิตเสื้อผ้าชั้นนอก,6,9,10,8,33,8.1,10.7,8.1,11.5,38.4
การผลิตชุดชั้นในและชุดนอน,0,0,0,0,0,0,0,0,0,0
การผลิตเสื้อผ้าสำหรับเด็กทารก,1,0,2,0,3,1,0,2,0,3
การผลิตชุดกีฬา,2,2,1,2,7,1.5,1.5,2,2,7
การผลิตเสื้อผ้าเครื่องแต่งกายจากหนัง,0,0,0,0,0,0,0,0,0,0
การตัดเย็บเสื้อผ้าตามคำสั่งของลูกค้า,10,14,19,11,54,16.34,14.1,25,16.1,71.54
การผลิตเครื่องปกคลุมหรือสวมศีรษะ,0,0,0,0,0,0,0,0,0,0
การผลิตเครื่องประกอบเครื่องแต่งกายอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,1,0,1,2,0,1,0,1,2
การผลิตสิ่งของต่าง ๆ ที่ทำจากขนสัตว์,0,0,0,0,0,0,0,0,0,0
การผลิตเสื้อผ้าเครื่องแต่งกายด้วยการถักและถักโครเชต์,0,1,0,0,1,0,1,0,0,1
การผลิตถุงเท้าถุงน่องชุดชั้นในด้วยการถักและถักโครเชต์,0,0,0,0,0,0,0,0,0,0
การฟอกและการตกแต่งเครื่องหนังการตกแต่งและการย้อมสี หนังขนสัตว์,1,0,0,0,1,1,0,0,0,1
การผลิตกระเป๋าเดินทางกระเป๋าถือและกระเป๋าอื่นๆที่ คล้ายกันอานและเครื่องลากเทียมสัตว์,0,0,0,0,0,0,0,0,0,0
การผลิตผลิตภัณฑ์ประเภทกระเป๋า,1,2,2,0,5,0.25,2,1.5,0,3.75
การผลิตอานเครื่องลากเทียมสัตว์และของเล่นสัตว์,0,0,0,0,0,0,0,0,0,0
การผลิตสิ่งของอื่นๆที่ทำจากหนังฟอกหรือหนังอัดซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การผลิตรองเท้าหนัง,0,0,0,0,0,0,0,0,0,0
การผลิตรองเท้ายาง,1,0,0,0,1,0.5,0,0,0,0.5
การผลิตรองเท้าไม้,0,0,0,0,0,0,0,0,0,0
การผลิตรองเท้ากีฬา,0,0,0,0,0,0,0,0,0,0
การผลิตรองเท้าอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,1,0,1,0,0,0.5,0,0.5
การเลื่อยไม้และการไสไม้,0,0,0,0,0,0,0,0,0,0
การเลื่อยไม้,8,4,4,1,17,19,18,9,4,50
การอบและการอัดน้ำยาไม้,0,0,0,0,0,0,0,0,0,0
การผลิตแผ่นไม้บางและผลิตภัณฑ์ไม้,2,3,0,1,6,10,4,0,2,16
การผลิตโครงสร้างที่ใช้ในการก่อสร้างและเครื่องประกอบอาคาร,0,4,1,3,8,0,8,2,7,17
การผลิตภาชนะบรรจุที่ทำจากไม้,1,3,1,1,6,5,7,2,1,15
การผลิตเครื่องใช้ในบ้านที่ทำจากไม้และไม้ก๊อก,0,2,0,2,4,0,1.19,0,3,4.19
การผลิตผลิตภัณฑ์ที่ทำจากฟางและวัสดุถักสาน,0,0,1,0,1,0,0,3,0,3
การผลิตผลิตภัณฑ์จากไม้และไม้ก๊อกซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,1,1,0,3,0.1,1,1,0,2.1
การผลิตเยื่อกระดาษ,0,0,0,0,0,0,0,0,0,0
การผลิตกระดาษและกระดาษแข็ง,0,1,0,0,1,0,4,0,0,4
การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,6,6,11,5,28,14,6.7,49.5,13,83.2
การผลิตผลิตภัณฑ์ที่แปรรูปจากกระดาษเพื่อใช้ในครัวเรือนและ สุขอนามัย,1,3,5,3,12,5,2.3,15.7,4.3,27.3
การผลิตอุปกรณ์เครื่องเขียนจากกระดาษ,0,2,0,0,2,0,9,0,0,9
การผลิตผลิตภัณฑ์แปรรูปอื่น ๆ ที่ทำจากกระดาษและกระดาษแข็ง ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,2,1,1,5,1,7,0.01,1,9.01
การพิมพ์และการผลิตซ้ำสื่อบันทึก,0,0,0,0,0,0,0,0,0,0
การพิมพ์และการบริการที่เกี่ยวเนื่องกับการพิมพ์,0,0,0,0,0,0,0,0,0,0
การพิมพ์,0,0,0,0,0,0,0,0,0,0
การพิมพ์หนังสือพิมพ์และวารสารอื่น ๆ,0,1,3,0,4,0,0.3,1.30045,0,1.60045
การพิมพ์ฉลาก,2,3,2,2,9,1.25,6,2,6,15.25
การพิมพ์อื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,13,9,16,8,46,18.5,8.2,16.2,16.65,59.55
การบริการก่อนการพิมพ์,0,1,0,0,1,0,1,0,0,1
การบริการอื่น ๆ ที่เกี่ยวเนื่องกับการพิมพ์,0,2,0,1,3,0,2,0,4,6
การผลิตซ้ำสื่อบันทึก,0,0,0,2,2,0,0,0,2,2
การผลิตผลิตภัณฑ์ถ่านโค้ก,0,0,1,0,1,0,0,1,0,1
การผลิตผลิตภัณฑ์ที่ได้จากการกลั่นปิโตรเลียม,0,0,0,0,0,0,0,0,0,0
การผลิตผลิตภัณฑ์ที่ได้จากโรงกลั่นปิโตรเลียม,0,1,0,1,2,0,1,0,5,6
การผลิตเชื้อเพลิงชีวภาพ,0,0,0,0,0,0,0,0,0,0
การผลิตผลิตภัณฑ์อื่น ๆ ที่ได้จากการกลั่นปิโตรเลียมซึ่งมิได้ จัดประเภทไว้ในที่อื่น,1,2,0,0,3,100,2,0,0,102
การผลิตเคมีภัณฑ์ขั้นมูลฐานปุ๋ยเคมีและสารประกอบไนโตรเจน พลาสติกและยางสังเคราะห์ขั้นต้น,0,0,0,0,0,0,0,0,0,0
การผลิตเคมีภัณฑ์ขั้นมูลฐาน,0,0,0,0,0,0,0,0,0,0
การผลิตก๊าซที่ใช้ในงานอุตสาหกรรม,0,0,1,0,1,0,0,1,0,1
การผลิตสีย้อมผ้าและสีผง,0,0,0,0,0,0,0,0,0,0
การผลิตเคมีภัณฑ์อนินทรีย์ขั้นมูลฐานอื่น ๆ,0,2,0,0,2,0,6,0,0,6
การผลิตแอลกอฮอล์และเอสเตอร์,0,0,0,0,0,0,0,0,0,0
การผลิตเคมีภัณฑ์อินทรีย์ขั้นมูลฐานอื่น ๆ,2,1,4,1,8,5,15,15,2,37
การผลิตปุ๋ยเคมีและปุ๋ยที่มีธาตุไนโตรเจนเป็นสารประกอบ,0,0,0,0,0,0,0,0,0,0
การผลิตปุ๋ยเคมี,2,2,1,3,8,2,2.1,0.5,10,14.6
การผลิตสารประกอบไนโตรเจน,0,0,0,0,0,0,0,0,0,0
การผลิตพลาสติกและยางสังเคราะห์ขั้นต้น,0,0,0,0,0,0,0,0,0,0
การผลิตเม็ดพลาสติกและพลาสติกขั้นต้น,3,3,6,1,13,7,3,23,0.5,33.5
การผลิตยางสังเคราะห์ขั้นต้น,1,0,0,0,1,12,0,0,0,12
การผลิตยาปราบศัตรูพืชและเคมีภัณฑ์อื่นๆเพื่อการเกษตร,1,0,0,0,1,1,0,0,0,1
การผลิตสีน้ำมันชักเงาและสารเคลือบประเภทเดียวกันและ น้ำมันทาไม้,0,1,5,2,8,0,1,15,6,22
การผลิตหมึกพิมพ์และผงหมึก,0,0,0,1,1,0,0,0,1,1
การผลิตสบู่และสารซักฟอกผลิตภัณฑ์ทำความสะอาดและ ขัดเงาน้ำหอมและผลิตภัณฑ์ในห้องน้ำ,0,0,0,0,0,0,0,0,0,0
