type,p_s,p_m,p_l,p_total,m_s,m_m,m_l,m_total
กิจกรรมการจัดทำโปรแกรมเว็บเพจและเครือข่ายตามวัตถุประสงค์ของผู้ใช้,2831,38,4,2873,6774.425008,903.165605,3933,11610.59061
กิจกรรมการจัดทำโปรแกรมคอมพิวเตอร์ตามวัตถุประสงค์ของผู้ใช้ (ยกเว้นโปรแกรมเว็บเพจและเครือข่าย),3692,118,29,3839,273833.5255,12431.64417,10025.4775,296290.6472
กิจกรรมการให้คำปรึกษาเกี่ยวกับคอมพิวเตอร์และการจัดการสิ่งอำนวยความสะดวกด้านคอมพิวเตอร์,0,0,0,0,0,0,0,0
กิจกรรมการให้คำปรึกษาทางด้านฮาร์ดแวร์,622,14,5,641,2341.015934,239.26667,702.8583,3283.140904
กิจกรรมการให้คำปรึกษาทางด้านซอฟต์แวร์,2486,99,22,2607,11123.3785,2932.26421,3015.23096,17070.87367
กิจกรรมการจัดการสิ่งอำนวยความสะดวกด้านคอมพิวเตอร์,1173,55,18,1246,3732.367415,1463.25,3234.269763,8429.887178
กิจกรรมการบริการเทคโนโลยีสารสนเทศและคอมพิวเตอร์อื่นๆ,1907,119,39,2065,17079.97982,4012.625172,7779.564184,28872.16917
กิจกรรมการบริการสารสนเทศ,0,0,0,0,0,0,0,0
การประมวลผลข้อมูลการสร้างแม่ข่ายและกิจกรรมที่เกี่ยวข้อง,0,0,0,0,0,0,0,0
กิจกรรมการบริหารจัดการและประมวลผลข้อมูล,476,26,13,515,4231.296051,487.3655,31709.40672,36428.06827
กิจกรรมการสร้างแม่ข่าย,482,22,10,514,54301.54101,6063.743144,55565.7533,115931.0375
การบริการเป็นตลาดกลางในการซื้อขายสินค้าหรือบริการ โดยวิธีใช้สื่ออิเล็กทรอนิกส์ผ่านระบบเครือข่ายอินเทอร์เน็ต,1195,25,8,1228,5771.17972,962.961235,10186.2713,16920.41226
เวบท่า,70,0,0,70,7247.144,0,0,7247.144
กิจกรรมการบริการสารสนเทศอื่นๆ,0,0,0,0,0,0,0,0
กิจกรรมสำนักข่าว,0,0,0,0,0,0,0,0
กิจกรรมสำนักข่าวสื่อสิ่งพิมพ์,62,1,0,63,114.45,200.75,0,315.2
กิจกรรมสำนักข่าวสื่อโสตทัศน์,55,2,0,57,263.1,21,0,284.1
กิจกรรมบริการสารสนเทศอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,238,11,8,257,1921.683,365.08222,3173.53334,5460.29856
กิจกรรมบริการทางการเงิน ยกเว้น การประกันภัยและกองทุนบำเหน็จบำนาญ,1,0,0,1,1,0,0,1
ตัวกลางทางการเงิน,0,0,0,0,0,0,0,0
ธนาคารกลาง,0,0,1,1,0,0,10,10
ตัวกลางทางการเงินอื่นๆ,0,0,0,0,0,0,0,0
ธนาคารพาณิชย์,0,0,19,19,0,0,545515.5988,545515.5988
บริษัทเงินทุน,16,2,1,19,144.25,227,1250,1621.25
บริษัทเครดิตฟองซิเอร์,2,2,0,4,21.6,635.31372,0,656.91372
ธนาคารเฉพาะกิจ,0,0,0,0,0,0,0,0
สหกรณ์ที่เป็นตัวกลางทางการเงิน,5,0,0,5,16.874,0,0,16.874
กิจกรรมของบริษัทโฮลดิ้ง,0,0,0,0,0,0,0,0
กิจกรรมของบริษัทโฮลดิ้งที่ลงทุนในธุรกิจการเงินเป็นหลัก,705,47,23,775,59954.03328,78865.54146,149353.8953,288173.47
กิจกรรมของบริษัทโฮลดิ้งที่ไม่ได้ลงทุนในธุรกิจการเงินเป็นหลัก,5554,414,231,6199,1191317.489,526926.5727,1583523.326,3301767.388
กองทุน,30,1,6,37,938.64523,323.6892,1128.956321,2391.290751
ทรัสต์,16,2,0,18,355,20,0,375
กิจกรรมทางการเงินอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,195,13,7,215,54020.77001,4936.3646,9974.56739,68931.702
สัญญาเช่าทางการเงิน,0,0,0,0,0,0,0,0
สัญญาเช่าทางการเงินสำหรับยานยนต์,294,15,30,339,7468.66504,3367.25,172552.1693,183388.0843
สัญญาเช่าทางการเงินสำหรับเครื่องจักรและอุปกรณ์เพื่อ การดำเนินธุรกิจ,21,9,3,33,1284.379,2874.893241,13250,17409.27224
สัญญาเช่าทางการเงินสำหรับสินค้าอุปโภค (ยกเว้นยานยนต์และ จักรยานยนต์),41,2,11,54,809.65,660,13592.54912,15062.19912
การให้สินเชื่อประเภทอื่นๆ,0,0,0,0,0,0,0,0
การให้สินเชื่อเพื่อการค้าและการลงทุน,286,32,9,327,34073.6498,4261.2959,8240.473,46575.4187
การให้สินเชื่อเพื่อการอุปโภคบริโภค,199,6,7,212,2071.957,3835.4297,21255.21301,27162.59971
การให้สินเชื่อเพื่อการซื้อที่อยู่อาศัย,17,0,0,17,74.5,0,0,74.5
การให้สินเชื่อบัตรเครดิต,12,0,8,20,281,0,45696.85407,45977.85407
การบริการของโรงรับจำนำ,522,43,3,568,3584.43323,1188.5,2210,6982.93323
การให้สินเชื่ออื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,2068,42,30,2140,39000.12407,10884.86766,67949.28798,117834.2797
กิจกรรมการให้เงินทุนนอกเหนือจากการให้กู้ยืมเงิน,265,18,5,288,9293.27714,4330.1494,1020.5,14643.92654
กิจกรรมการลงทุนที่เป็นกิจกรรมของตนเอง,449,30,17,496,44450.56366,32168.18355,46013.13693,122631.8841
กิจกรรมบริการทางการเงินอื่นๆ (ยกเว้นกิจกรรมการประกันภัย และกองทุนบำเหน็จบำนาญ) ซึ่งมิได้จัดประเภทไว้ในที่อื่น,676,25,21,722,15063.29173,10755.81663,52096.27996,77915.38832
การประกันภัยการประกันภัยต่อและกองทุนบำเหน็จบำนาญ ยกเว้นการประกันสังคมภาคบังคับ,0,0,0,0,0,0,0,0
การประกันภัย,0,0,0,0,0,0,0,0
การประกันชีวิต,88,2,17,107,3740.18,501.1,108431.412,112672.692
การประกันวินาศภัย,67,5,36,108,2319.15,2247.1328,42806.07318,47372.35598
การประกันภัยต่อ,12,0,2,14,18.35,0,4329.194572,4347.544572
กองทุนบำเหน็จบำนาญ (ผลประโยชน์ ตอบแทนเพื่อการเกษียณอายุหรือการชราภาพ),4,0,0,4,4.2,0,0,4.2
การบริหารงานด้านตลาดการเงิน,0,0,0,0,0,0,0,0
การบริหารงานตลาดเงินและตลาดทุน,47,2,3,52,1883.82519,283,1100,3266.82519
การบริหารงานตลาดอนุพันธ์,3,1,2,6,7,30,1250,1287
การบริการควบคุมดูแลการบริหารงานตลาดการเงิน,18,1,0,19,450.1,1,0,451.1
กิจกรรมนายหน้าซื้อขายหลักทรัพย์และตราสารอนุพันธ์,1,0,0,1,3.5,0,0,3.5
กิจกรรมนายหน้าซื้อขายหลักทรัพย์,158,11,28,197,5814.351,6813.71699,50798.92586,63426.99385
กิจกรรมนายหน้าซื้อขายตราสารอนุพันธ์,16,4,0,20,96.7,497,0,593.7
กิจกรรมเกี่ยวกับแลกเปลี่ยนเงินตราต่างประเทศ,2020,32,13,2065,34167.0487,1019,730,35916.0487
กิจกรรมอื่นๆที่สนับสนุนกิจกรรมบริการทางการเงิน,0,0,0,0,0,0,0,0
บริการที่ปรึกษาการลงทุน,832,10,3,845,6476.566557,1237,223,7936.566557
กิจกรรมการประมวลผลและการเรียกชำระเงินสำหรับธุรกรรม ทางการเงิน,154,16,11,181,5458.309915,2023.1782,14592.75671,22074.24482
บริการดูแลและรักษาหลักทรัพย์,112,6,2,120,958.915,1098.1,1114.7255,3171.7405
กิจกรรมอื่นๆที่ช่วยเสริมกิจกรรมการให้บริการทางการเงิน ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1740,21,7,1768,11555.9252,4345.218,18098.94812,34000.09132
การประเมินความเสี่ยงภัยและมูลค่าความเสียหาย,653,12,1,666,611.5525,277.0373,21.7,910.2898
กิจกรรมของตัวแทนและนายหน้าประกันภัย,0,0,0,0,0,0,0,0
กิจกรรมของตัวแทนและนายหน้าประกันชีวิต,903,14,6,923,1309.8068,359,1702.7233,3371.5301
กิจกรรมของตัวแทนและนายหน้าประกันวินาศภัย,659,86,29,774,2922.8222,2465.344077,4418.4423,9806.608577
กิจกรรมอื่นๆที่สนับสนุนการประกันภัยและกองทุนบำเหน็จ บำนาญ,71,2,1,74,139.835,18.6,172.4082,330.8432
กิจกรรมการจัดการหลักทรัพย์การลงทุนและกองทุน (ยกเว้น กองทุนบำเหน็จบำนาญ),126,9,15,150,7145.2431,3703.07067,7482.23277,18330.54654
กิจกรรมการจัดการกองทุนบำเหน็จบำนาญ,1,0,0,1,1,0,0,1
กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,1,0,0,1,137,0,0,137
กิจกรรมเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเองหรือเช่าจาก ผู้อื่น,2,0,0,2,41,0,0,41
การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเอง เพื่อการพักอาศัย,15154,485,213,15852,282590.6199,74157.25345,194162.5149,550910.3883
การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเองที่ไม่ใช่ เพื่อเป็นที่พักอาศัย,29196,491,145,29832,650566.6286,167420.0532,261077.2528,1079063.935
การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็น ของตนเองหรือเช่าจากผู้อื่นเพื่อเป็นที่พักอาศัย,16992,148,20,17160,193502.7545,22351.8663,66067.12725,281921.7481
การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของ ตนเองหรือเช่าจากผู้อื่นที่ไม่ใช่เพื่อเป็นที่พักอาศัย,15668,619,162,16449,619760.5031,193005.2287,293352.2579,1106117.99
กิจกรรมเกี่ยวกับอสังหาริมทรัพย์ที่กระทำโดยได้รับค่าตอบแทน หรือตามสัญญาจ้าง,1,0,0,1,2,0,0,2
กิจกรรมของตัวแทนและนายหน้าอสังหาริมทรัพย์โดยได้รับ ค่าตอบแทนหรือตามสัญญาจ้าง,10900,57,9,10966,61070.47312,2516.75,3319.513186,66906.73631
กิจกรรมบริการอื่นๆที่เกี่ยวกับอสังหาริมทรัพย์โดยได้รับ ค่าตอบแทนหรือตามสัญญาจ้าง,3523,61,15,3599,22312.91012,7847.85688,9466.5312,39627.2982
กิจกรรมทางกฎหมายและบัญชี,1,0,0,1,1,0,0,1
กิจกรรมทางกฎหมาย,7135,99,17,7251,15288.5365,915.5002,387.5,16591.5367
กิจกรรมเกี่ยวกับบัญชีการทำบัญชีและการตรวจสอบบัญชี การให้คำปรึกษาด้านภาษี,13317,62,9,13388,13249.25516,728.5,349,14326.75516
กิจกรรมของสำนักงานใหญ่กิจกรรมการให้คำปรึกษาด้าน การบริหารจัดการ ตัวแทนธุรกิจการค้าระหว่างประเทศ,0,0,0,0,0,0,0,0
กิจกรรมของสำนักงานใหญ่,242,9,3,254,2002.745,1814.5188,10327.3171,14144.5809
สำนักงานผู้แทนนิติบุคคลระหว่างประเทศ,166,12,3,181,7120.08538,1817.9,450.130589,9388.115969
สำนักงานภูมิภาคของบริษัทข้ามชาติ,16,2,4,22,114.1,20,8056.61,8190.71
สำนักงานปฏิบัติการภูมิภาค,276,45,24,345,11103.27539,6899.5603,4507.524,22510.35969
กิจกรรมการให้คำปรึกษาด้านการบริหารจัดการ,4,0,0,4,3.5,0,0,3.5
กิจกรรมให้คำปรึกษาด้านการสื่อสารประชาสัมพันธ์,484,19,3,506,1362.480568,184.45725,426.25,1973.187818
กิจกรรมให้คำปรึกษาด้านการบริหารจัดการการเงิน,1662,29,7,1698,11460.62602,5451.6274,2571.2,19483.45342
กิจกรรมให้คำปรึกษาด้านการบริหารจัดการอื่นๆซึ่งมิได้จัด ประเภทไว้ในที่อื่น,18930,338,85,19353,99836.26371,34884.61593,216756.1651,351477.0447
ตัวแทนธุรกิจการค้าระหว่างประเทศ,0,0,0,0,0,0,0,0
กิจกรรมงานสถาปัตยกรรมและวิศวกรรมและการให้คำปรึกษา ทางด้านเทคนิคที่เกี่ยวข้อง,0,0,0,0,0,0,0,0
กิจกรรมงานสถาปัตยกรรมและการให้คำปรึกษาที่เกี่ยวข้อง,3974,121,11,4106,10571.8611,1514.05,949.452921,13035.36402
กิจกรรมงานวิศวกรรมและการให้คำปรึกษาทางด้านเทคนิค ที่เกี่ยวข้อง,6907,330,84,7321,39623.24004,10272.20992,15659.57525,65555.02521
กิจกรรมงานธรณีฟิสิกส์ธรณีวิทยาและการให้คำปรึกษาที่ เกี่ยวข้อง,283,1,2,286,8216.98,129,20,8365.98
การทดสอบและการวิเคราะห์ทางเทคนิค,0,0,0,0,0,0,0,0
การทดสอบและวิเคราะห์การปฏิบัติการทางกายภาพและเคมี,345,26,11,382,1584.1742,619.6184,9078.9216,11282.7142
การตรวจสภาพยานยนต์ทางเทคนิค,842,4,1,847,1187.7588,147,5.19,1339.9488
การทดสอบและวิเคราะห์ทางเทคนิคอื่นๆซึ่งมิได้จัดประเภท ไว้ในที่อื่น,459,22,5,486,2044.72,490.8702,374.5,2910.0902
การวิจัยและพัฒนาเชิงทดลองด้านวิทยาศาสตร์ธรรมชาติ และวิศวกรรม,0,0,0,0,0,0,0,0
การวิจัยและพัฒนาเชิงทดลองด้านวิทยาศาสตร์ธรรมชาติ,259,22,6,287,1600.2237,612.1416,918.13,3130.4953
การวิจัยและพัฒนาเชิงทดลองด้านเทคโนโลยีชีวภาพ,378,32,2,412,4967.635314,3417.01195,5350,13734.64726
การวิจัยและพัฒนาเชิงทดลองด้านวิศวกรรมและเทคโนโลยีอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,774,38,14,826,32632.92724,5002.66926,10304.579,47940.1755
การวิจัยและพัฒนาเชิงทดลองด้านสังคมศาสตร์และมนุษยศาสตร์,75,2,0,77,109.41517,15,0,124.41517
การโฆษณาและการวิจัยตลาด,0,0,0,0,0,0,0,0
การโฆษณา,1,0,0,1,1,0,0,1
กิจกรรมของบริษัทโฆษณา,12218,367,65,12650,41131.49343,6592.515194,37230.74987,84954.7585
กิจกรรมของตัวแทนขายสื่อโฆษณา,1080,50,10,1140,8012.22176,1201.5,311.6,9525.32176
การวิจัยตลาดและการสำรวจความคิดเห็นของประชาชน (ประชามติ),311,21,6,338,689.3213,282.581635,223.2,1195.102935
กิจกรรมทางวิชาชีพวิทยาศาสตร์และเทคนิคอื่นๆ,0,0,0,0,0,0,0,0
กิจกรรมการออกแบบเฉพาะด้าน,0,0,0,0,0,0,0,0
กิจกรรมการออกแบบและตกแต่งภายใน,5966,182,29,6177,12946.94326,1667.1,1168.664775,15782.70803
กิจกรรมการออกแบบเฉพาะด้านอื่นๆซึ่งมิได้จัดประเภทไว้ ในที่อื่น,2058,55,4,2117,3974.24012,1238.59,189,5401.83012
กิจกรรมการถ่ายภาพ,1063,4,1,1068,2089.894,24.4,146.312217,2260.606217
กิจกรรมทางวิชาชีพวิทยาศาสตร์และเทคนิคอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0
กิจกรรมการแปลการแปลความหมายและล่าม,559,1,0,560,1294.26645,10,0,1304.26645
กิจกรรมการให้คำปรึกษาด้านสิ่งแวดล้อม,442,9,1,452,1791.97615,81.625,7,1880.60115
กิจกรรมทางวิชาชีพวิทยาศาสตร์และเทคนิคอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,457,13,3,473,11704.19923,509.60927,9156,21369.8085
กิจกรรมเกี่ยวกับสัตวแพทย์,751,17,3,771,1902.329051,473,36,2411.329051
กิจกรรมการให้เช่าและให้เช่าแบบลีสซิ่ง,0,0,0,0,0,0,0,0
การให้เช่าและให้เช่าแบบลีสซิ่งยานยนต์,0,0,0,0,0,0,0,0
การให้เช่าและให้เช่าแบบลิสซิ่งยานยนต์ชนิดนั่งส่วนบุคคล รถกระบะรถตู้และรถขนาดเล็กที่คล้ายกัน,2513,53,29,2595,13272.84281,3229.61778,25025.48348,41527.94407
การให้เช่าและให้เช่าแบบลิสซิ่งยานยนต์ชนิดรถบรรทุก และยานยนต์หนักอื่นๆ,388,24,4,416,2364.102473,1750.4,1747.15,5861.652473
การให้เช่าและให้เช่าแบบลีสซิ่งของใช้ส่วนบุคคลและเครื่องใช้ใน ครัวเรือน,0,0,0,0,0,0,0,0
การให้เช่าและให้เช่าแบบลีสซิ่งสินค้าเพื่อการนันทนาการและการกีฬา,237,6,0,243,869.63,65,0,934.63
การให้เช่าแถบวีดิทัศน์และแผ่นดิสก์,32,0,0,32,127.9,0,0,127.9
การให้เช่าและให้เช่าแบบลิสซิ่งของใช้ส่วนบุคคลและเครื่องใช้ ในครัวเรือนอื่นๆ,0,0,0,0,0,0,0,0
การให้เช่าหนังสือ,3,0,0,3,17,0,0,17
การให้เช่าของใช้ส่วนบุคคลและของใช้ในครัวเรือนอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,852,14,4,870,6918.9366,2957.7,4799,14675.6366
การให้เช่าและให้เช่าแบบลีสซิ่งเครื่องจักรอุปกรณ์และสินค้า ที่จับต้องได้อื่นๆ,0,0,0,0,0,0,0,0
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางบก (ยกเว้นยานยนต์),182,4,0,186,762.72807,85.5,0,848.22807
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางน้ำ,107,5,1,113,838.92,212,5,1055.92
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางอากาศ,27,4,0,31,1323.702,422.626,0,1746.328
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ ทางการเกษตรและการป่าไม้,155,0,0,155,98.77072,0,0,98.77072
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ ที่ใช้ในการก่อสร้างและงานวิศวกรรมโยธา,894,45,12,951,2608.091,1686.5,1644.1,5938.691
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ สำนักงาน,296,10,3,309,1210.601,953.6289,885.95,3050.1799
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรอุปกรณ์ และสินค้าที่จับต้องได้อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,790,48,19,857,14625.3605,6324.05099,12645.6517,33595.06319
การให้เช่าแบบลิสซิ่งผลิตภัณฑ์ที่มีสินทรัพย์ทางปัญญา และผลิตภัณฑ์ที่คล้ายกันยกเว้นงานที่มีลิขสิทธิ์,516,12,5,533,1449.5971,160,1231,2840.5971
บริการเกี่ยวกับสิทธิพิเศษอื่น ๆ,64,1,0,65,1824.61,300,0,2124.61
กิจกรรมการจัดหางาน,0,0,0,0,0,0,0,0
กิจกรรมของสำนักงานจัดหางานหรือตัวแทนจัดหางาน,1,0,0,1,1,0,0,1
กิจกรรมของบริษัทตัวแทนและสำนักงานคัดเลือกนักแสดง,642,17,0,659,953.055,56.885,0,1009.94
กิจกรรมของสำนักงานจัดหางานหรือตัวแทนจัดหางานอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1080,73,12,1165,3650.78267,521.6566,177,4349.43927
กิจกรรมการให้บริการจ้างงานชั่วคราว,2000,174,35,2209,4151.061409,1231.28658,564.3,5946.647989
กิจกรรมการจัดหาทรัพยากรมนุษย์อื่นๆ,695,55,24,774,1418.594155,688.02,2086.514759,4193.128914
ตัวแทนธุรกิจการเดินทางธุรกิจจัดนำเที่ยวและบริการสำรอง และกิจกรรมที่เกี่ยวข้อง,2,0,0,2,5,0,0,5
ตัวแทนธุรกิจการเดินทางธุรกิจจัดนำเที่ยว,0,0,0,0,0,0,0,0
ตัวแทนธุรกิจการเดินทาง,2084,48,11,2143,5320.255295,463.5,144.61,5928.365295
ธุรกิจจัดนำเที่ยว,10028,261,40,10329,32020.54945,3569.7654,1190,36780.31485
กิจกรรมบริการสำรองอื่นๆและกิจกรรมที่เกี่ยวข้อง,0,0,0,0,0,0,0,0
กิจกรรมของมัคคุเทศก์,10,0,0,10,16,0,0,16
กิจกรรมบริการสำรองอื่นๆและกิจกรรมที่เกี่ยวข้องซึ่งมิได้ จัดประเภทไว้ในที่อื่น,1771,33,6,1810,6278.48776,595.765,105.50001,6979.75277
กิจกรรมการบริการรักษาความปลอดภัยและการสืบสวน,0,0,0,0,0,0,0,0
กิจกรรมการรักษาความปลอดภัยส่วนบุคคล,3617,154,15,3786,8062.94,1125.9,631.00008,9819.84008
กิจกรรมการบริการระบบรักษาความปลอดภัย,575,30,7,612,1149.56,263.6,1038.6,2451.76
กิจกรรมสืบสวน,18,0,0,18,23.4,0,0,23.4
กิจกรรมบริการสำหรับอาคารและภูมิทัศน์,0,0,0,0,0,0,0,0
กิจกรรมสนับสนุนการอำนวยความสะดวกแบบเบ็ดเสร็จ,109,7,2,118,431.069999,1770.574849,7,2208.644848
การบริการทำความสะอาด,1,0,0,1,1,0,0,1
การบริการทำความสะอาดทั่วไปของตัวอาคาร,2702,96,19,2817,5176.896002,891.25,535,6603.146002
การบริการทำความสะอาดสำหรับอาคารและอุตสาหกรรม อื่นๆ,0,0,0,0,0,0,0,0
กิจกรรมการทำความสะอาดพื้นผิวภายนอกอาคาร,71,3,0,74,165.975,15,0,180.975
กิจกรรมการทำความสะอาดภายในที่ใช้ความชำนาญเฉพาะด้าน,233,10,0,243,502.62,197,0,699.62
กิจกรรมการฆ่าเชื้อและกำจัด,1068,12,3,1083,1657.872,571,371.915,2600.787
กิจกรรมการทำความสะอาดสำหรับอาคารและอุตสาหกรรมอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,135,4,0,139,271.735,207.32,0,479.055
การบริการดูแลและบำรุงรักษาภูมิทัศน์,1817,46,1,1864,3413.029054,1266.344,100,4779.373054
การบริหารสำนักงานบริการสนับสนุนสำนักงานและบริการ สนับสนุนทางธุรกิจอื่นๆ,0,0,0,0,0,0,0,0
กิจกรรมการบริหารและสนับสนุนสำนักงาน,0,0,0,0,0,0,0,0
กิจกรรมบริการเพื่อการบริหารสำนักงานแบบเบ็ดเสร็จ,5160,74,26,5260,19402.51304,40110.6849,69376.26528,128889.4632
กิจกรรมการถ่ายเอกสารการเตรียมเอกสารและกิจกรรมเฉพาะด้าน อื่นๆที่สนับสนุนสำนักงาน,0,0,0,0,0,0,0,0
การถ่ายเอกสาร,202,2,0,204,447.699999,60,0,507.699999
การเตรียมเอกสารและกิจกรรมเฉพาะด้านอื่นๆที่สนับสนุน สำนักงาน,151,8,1,160,360.33,125,145,630.33
กิจกรรมศูนย์บริการลูกค้าทางโทรศัพท์,114,11,7,132,430.064,244.18,2047.120474,2721.364474
การจัดประชุมและการแสดงสินค้า,4,0,0,4,2.3,0,0,2.3
การจัดการประชุม,3020,42,8,3070,6293.209385,844.02509,5101.1252,12238.35968
การจัดการแสดงทางธุรกิจและการแสดงสินค้า,3679,114,16,3809,7272.785453,2544.108496,21602.8425,31419.73645
กิจกรรมการบริการเพื่อสนับสนุนธุรกิจซึ่งมิได้จัดประเภทไว้ ในที่อื่น,2,0,0,2,2,0,0,2
กิจกรรมของหน่วยงานตัวแทนที่ทำหน้าที่เรียกเก็บเงินและข้อมูล เครดิต,0,0,0,0,0,0,0,0
กิจกรรมของตัวแทนที่ทำหน้าที่เรียกเก็บเงิน,282,8,6,296,1743.2,269.0005,814.499555,2826.700055
กิจกรรมการบริการข้อมูลเครดิต,8,0,1,9,771.95577,0,250,1021.95577
กิจกรรมที่เกี่ยวกับการบรรจุภัณฑ์,382,32,3,417,1138.14,522.0825,559.865,2220.0875
กิจกรรมการบริการอื่นๆเพื่อสนับสนุนธุรกิจซึ่งมิได้จัดประเภทไว้ ในที่อื่น,6090,199,56,6345,30347.41892,41014.81361,126314.2635,197676.496
การบริหารราชการและการป้องกันประเทศรวมถึงการ ประกันสังคมภาคบังคับ,1,0,0,1,1,0,0,1
กิจกรรมการบริหารราชการทั่วไป,0,0,0,0,0,0,0,0
กิจกรรมด้านการบริการที่ส่งเสริมภาครัฐโดยรวม,2,0,0,2,1.2,0,0,1.2
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสุขภาพ การศึกษาวัฒนธรรมและการบริการทางสังคมอื่นๆยกเว้น การประกันสังคม,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางการศึกษา,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสุขภาพ,2,0,0,2,2,0,0,2
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสิ่งแวดล้อมและที่พักอาศัย,1,0,0,1,1,0,0,1
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการด้านกีฬา นันทนาการวัฒนธรรมและศาสนา,1,0,0,1,1,0,0,1
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานทางการเกษตรกรรมการป่าไม้การประมง และการล่าสัตว์,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานทางด้านเชื้อเพลิงและพลังงาน,0,1,0,1,0,80,0,80
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานด้านการขนส่งและโทรคมนาคม,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานด้านการขายส่งและการขายปลีก,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานด้านการท่องเที่ยวและบริการที่เกี่ยวข้อง,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ การบริหารงานทั่วไปเกี่ยวกับเศรษฐกิจพาณิชย์และแรงงาน,0,0,0,0,0,0,0,0
การต่างประเทศ,0,0,0,0,0,0,0,0
กิจกรรมการจัดระเบียบและความปลอดภัยสาธารณะอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,3,0,0,3,0.7,0,0,0.7
การศึกษา,0,0,0,0,0,0,0,0
การศึกษาระดับประถมศึกษา,0,0,0,0,0,0,0,0
การศึกษาระดับประถมศึกษาสำหรับเด็กปกติ,193,29,14,236,8117.600948,2536.1,1649.2,12302.90095
การศึกษาระดับประถมศึกษาสำหรับเด็กพิการ,1,0,0,1,5,0,0,5
การศึกษาระดับประถมศึกษาโดยวิธีอื่นๆ,15,1,0,16,30.7,5,0,35.7
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาสำหรับ ผู้เรียนปกติ,32,7,1,40,313,747.1,12,1072.1
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาโดยวิธีอื่นๆ,9,0,0,9,15.45,0,0,15.45
การศึกษาระดับมัธยมศึกษาประเภทอาชีวศึกษา,61,5,1,67,1662.27,1200,50,2912.27
การศึกษาระดับอุดมศึกษา,1,0,0,1,80,0,0,80
การศึกษาระดับอุดมศึกษา ต่ำกว่าปริญญา,21,2,1,24,703,400,20,1123
การศึกษาระดับอุดมศึกษา ปริญญาตรี,23,3,1,27,3697,190,150,4037
การศึกษาระดับอุดมศึกษา ระดับปริญญาโทขึ้นไป,4,0,0,4,8,0,0,8
การศึกษาประเภทอื่น ๆ,0,0,0,0,0,0,0,0
การศึกษาด้านกีฬาและนันทนาการ,1425,3,0,1428,5005.698,123,0,5128.698
กิจกรรมการเรียนการสอนด้านการเต้นรำ,124,0,0,124,241.03,0,0,241.03
